triangle_id,point_ids,center_kBT,center_J_A,circumradius_norm,topology_labels,contains_z2_change,bulk_gap_min,pfaffian_margin_min
608,2190;4971;2985,0.17111111111111107,0.7044583333333335,0.027876595464525294,topological,False,0.0025176291295930593,0.16027160705702423
3382,2460;5893;1732,0.2597777777777778,0.6647083333333335,0.02787659546452505,topological,False,0.004081673279832171,0.07852602593017088
3361,5818;3813;1092,0.22011111111111106,0.6779583333333333,0.02787659546452505,topological,False,0.0019791527777134545,0.10515477562456327
1599,7088;4811;1320,0.3367777777777778,0.6249583333333333,0.027876595464524978,topological,False,0.00497835044963382,0.03730691871186176
1830,6524;7365;2933,0.20377777777777775,0.6845833333333333,0.027876595464524957,topological,False,0.00016376781426613444,0.12076654265051104
3319,4636;5881;1203,0.30644444444444446,0.6448333333333335,0.027876595464524808,topological,False,0.0025586979547054132,0.05527388031187924
4941,2586;6926;550,0.29244444444444445,0.6514583333333334,0.027876595464524808,topological,False,0.004737246172878397,0.06141680942504266
5495,6381;6300;6812,0.27844444444444444,0.6580833333333335,0.02787659546452476,topological,False,0.002025367209052305,0.06962222072703445
1116,4067;3477;7303,0.18977777777777774,0.6912083333333334,0.027876595464524707,topological,False,0.004268090171828391,0.1353716531764533
2422,1173;4479;4591,0.24111111111111114,0.6713333333333334,0.02787659546452438,topological,False,0.0007948827632122827,0.09061540110299743
2732,2190;915;7303,0.1804444444444444,0.6978333333333334,0.02787659546452438,topological,False,0.0025176291295930593,0.14855790781216757
493,1320;6717;7286,0.3461111111111111,0.6183333333333334,0.027876595464524277,topological,False,0.0007553498018528549,0.032725188930289
3332,4043;2075;6946,0.3181111111111112,0.6382083333333335,0.02787659546452427,topological,False,0.00244463988550203,0.0492979639265865
2456,6823;7088;2075,0.3274444444444444,0.6315833333333334,0.02787659546452427,topological,False,0.005781874493675008,0.04283987505947226
1593,482;6185;229,0.11899999999999995,0.3400833333333333,0.027856007150866235,trivial,False,0.26595668099516273,0.28188318861618655
